%time,field.header.seq,field.header.stamp,field.header.frame_id,field.orientation.x,field.orientation.y,field.orientation.z,field.orientation.w,field.orientation_covariance0,field.orientation_covariance1,field.orientation_covariance2,field.orientation_covariance3,field.orientation_covariance4,field.orientation_covariance5,field.orientation_covariance6,field.orientation_covariance7,field.orientation_covariance8,field.angular_velocity.x,field.angular_velocity.y,field.angular_velocity.z,field.angular_velocity_covariance0,field.angular_velocity_covariance1,field.angular_velocity_covariance2,field.angular_velocity_covariance3,field.angular_velocity_covariance4,field.angular_velocity_covariance5,field.angular_velocity_covariance6,field.angular_velocity_covariance7,field.angular_velocity_covariance8,field.linear_acceleration.x,field.linear_acceleration.y,field.linear_acceleration.z,field.linear_acceleration_covariance0,field.linear_acceleration_covariance1,field.linear_acceleration_covariance2,field.linear_acceleration_covariance3,field.linear_acceleration_covariance4,field.linear_acceleration_covariance5,field.linear_acceleration_covariance6,field.linear_acceleration_covariance7,field.linear_acceleration_covariance8
1745400043955554616,5634,1745400043955312319,gyro_link,0.0089960694313,-0.0201250668615,-0.292730718851,-0.955940783024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0012156117009,0.0021437688265,0.000109019616502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.432098865509,-0.0623134337366,9.86355209351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1745400043965520910,5635,1745400043965244767,gyro_link,0.00899128522724,-0.0201292764395,-0.292735129595,-0.955939412117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00121574883815,1.32825844048e-05,0.000122497891425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.431012541056,-0.0610497407615,9.87431716919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1745400043975578356,5636,1745400043975273677,gyro_link,0.00899220444262,-0.0201291199774,-0.292737752199,-0.955938637257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00226458185352,0.00213365978561,-0.00149958813563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.44283413887,-0.0527636222541,9.86099147797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1745400043985595595,5637,1745400043985358945,gyro_link,0.00899237301201,-0.0201258976012,-0.292736679316,-0.955938994884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000920151651371,0.00107515568379,-0.000395183451474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.426108896732,-0.0635166093707,9.86242485046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1745400043995417517,5638,1745400043995197852,gyro_link,0.00898906961083,-0.0201235637069,-0.292732834816,-0.955940246582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000145127254655,9.91284105112e-06,-0.000399270269554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.432050019503,-0.0587568469346,9.85874652863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1745400044005528811,5639,1745400044005281768,gyro_link,0.00898798275739,-0.0201247036457,-0.292733758688,-0.955940008163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000387616863009,0.00214039906859,-0.000407335552154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.425010025501,-0.0562823861837,9.87195682526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1745400044015333321,5640,1745400044015162093,gyro_link,0.0089856442064,-0.0201236307621,-0.292737752199,-0.955938756466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000661526224576,-0.000532817968633,-0.00199909531511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.441736251116,-0.0598768182099,9.87061405182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1745400044025371865,5641,1745400044025197560,gyro_link,0.00898358505219,-0.020122917369,-0.292735338211,-0.955939531326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00174831959885,0.000545904156752,0.0001137153522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.430950939655,-0.047935757786,9.86825561523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1745400044040467524,5642,1745400044040179684,gyro_link,0.00898285675794,-0.0201194565743,-0.292735725641,-0.955939590931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000672215071972,0.0016044076765,-0.000947385560721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.420409709215,-0.0525820814073,9.88991546631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1745400044050073047,5643,1745400044049231931,gyro_link,0.00898448750377,-0.0201206337661,-0.292731791735,-0.955940663815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00119957863353,-0.00106207001954,-0.00146854482591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.427291512489,-0.0503723807633,9.86113357544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1745400044055440091,5644,1745400044055250272,gyro_link,0.00898674223572,-0.0201244354248,-0.292730569839,-0.955940961838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000134233021527,0.0010684162844,-0.00147119769827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.433330446482,-0.0563126504421,9.86708831787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1745400044100380988,5645,1745400044090948351,gyro_link,0.00898577738553,-0.02012341097,-0.292732924223,-0.955940306187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00068304076558,0.00161114707589,0.000117802163004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.436940908432,-0.0467325821519,9.86938285828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1745400044100414388,5646,1745400044092629609,gyro_link,0.00898852106184,-0.0201217327267,-0.29273429513,-0.95593982935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000371307891328,0.00108526507393,0.00119718629867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.428596258163,-0.0479130595922,9.87186717987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1745400044100435503,5647,1745400044092675744,gyro_link,0.00899006985128,-0.0201216079295,-0.29273417592,-0.95593982935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000155952962814,1.66523277585e-05,0.000665917934384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.421386241913,-0.0467401482165,9.86834526062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1745400044101095342,5648,1745400044098653068,gyro_link,0.00899076648057,-0.0201223026961,-0.292733877897,-0.955940008163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000661389320157,0.00159766816068,-0.00201257364824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.429731279612,-0.0503421165049,9.86589241028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1745400044105462507,5649,1745400044105240806,gyro_link,0.00899387896061,-0.0201239511371,-0.292738616467,-0.955938398838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000134301531943,3.1733582091e-06,-0.00146445806604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.433560431004,-0.0418215170503,9.88971328735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1745400044117827869,5650,1745400044117551480,gyro_link,0.0089962547645,-0.0201249253005,-0.292738050222,-0.955938518047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00146899383981,0.00106504652649,-0.00198755227029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.422595024109,-0.0634712353349,9.8696346283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1745400044125425911,5651,1745400044125179445,gyro_link,0.00899485498667,-0.0201284456998,-0.292741835117,-0.955937445164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000387580774259,0.0016077774344,-0.000403965997975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.427353382111,-0.0682688206434,9.8672246933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1745400044138324642,5652,1745400044137835841,gyro_link,0.00899081677198,-0.0201261620969,-0.292741060257,-0.955937743187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00174294109456,9.91284105112e-06,-0.000415509159211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.434902608395,-0.0536868982017,9.90412330627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
